"key","en","es","nl","fr"
keys:keys_water_loc,"Location: Outdoor, located at the entrance to the underground car park on the left-hand side.","Ubicación: Al aire libre, situado a la entrada del aparcamiento subterráneo, a la izquierda.","Locatie: Buiten, aan de linkerkant bij de ingang van de ondergrondse parkeergarage.","Emplacement : à l&#x27;extérieur, situé à l&#x27;entrée du parking souterrain, sur la gauche."
keys:keys_water_purpose,"Purpose: Main blue isolation valve, individual apartment meters (1A-4D), communal area meter ('14 LOCAL'), and pool supply valve.","Finalidad: Válvula de aislamiento principal de agua azul, contadores individuales de los apartamentos (1A-4D), contador de las zonas comunes («14 LOCAL») y válvula de alimentación de la piscina.","Doel: Hoofdafsluitklep voor blauw, meterstanden per appartement (1A-4D), meterstand gemeenschappelijke ruimtes (‘14 LOCAL’) en toevoerklep zwembad.","Objectif : vanne d&#x27;isolement principale bleue, compteurs individuels des appartements (1A-4D), compteur des parties communes (« 14 LOCAL ») et vanne d&#x27;alimentation de la piscine."
keys:keys_water_title,"Main Water Cabinet","Armario principal de agua","Hoofdwaterkast","Armoire principale d&#x27;alimentation en eau"
keys:nav_about,"About","Acerca de","Over","À propos"
keys:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
keys:nav_documents,"Documents","Documentos","Documenten","Documents"
keys:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
keys:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
keys:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
keys:nav_garage,"Garage & Gate","Garaje y verja","Garage &amp; Poort","Garage et portail"
keys:nav_home,"Home","Inicio","Home","Accueil"
keys:nav_insurance,"Insurance","Seguros","Verzekeringen","Assurance"
keys:nav_internet,"Internet","Internet","Internet","Internet"
keys:nav_keys,"Keys & Access","Llaves y acceso","Sleutels en toegang","Clés et accès"
keys:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
keys:nav_water,"Water","Agua","Water","Eau"
keys:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
maintenance:maintenance_cleaning,"Cleaning schedule: (Add details)","Calendario de limpieza: (Añadir detalles)","Schoonmaakschema: (Voeg details toe)","Calendrier de nettoyage : (Ajouter des détails)"
maintenance:maintenance_company,"Responsible company: (Add name)","Empresa responsable: (Añadir nombre)","Verantwoordelijke onderneming: (naam invullen)","Entreprise responsable : (Ajouter le nom)"
maintenance:maintenance_garden,"Garden maintenance: (Add contractor)","Mantenimiento del jardín: (Añadir contratista)","Tuinonderhoud: (Aannemer toevoegen)","Entretien du jardin : (Ajouter un prestataire)"
maintenance:maintenance_loc,"Maintenance room: (Add details)","Sala de mantenimiento: (Añadir detalles)","Onderhoudsruimte: (Details toevoegen)","Local d&#x27;entretien : (Ajouter des détails)"
maintenance:maintenance_pool,"Pool maintenance: José +34 691 66 22 67","Mantenimiento de piscinas: José +34 691 66 22 67","Zwembadonderhoud: José +34 691 66 22 67","Entretien de piscine : José +34 691 66 22 67"
maintenance:maintenance_text,"General maintenance information for Mirador del Mar.","Información general sobre el mantenimiento del Mirador del Mar.","Algemene onderhoudsinformatie voor Mirador del Mar.","Informations générales sur l&#x27;entretien du Mirador del Mar."
maintenance:maintenance_title,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
maintenance:nav_about,"About","Acerca de","Over","À propos"
maintenance:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
maintenance:nav_documents,"Documents","Documentos","Documenten","Documents"
maintenance:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
maintenance:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
maintenance:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
maintenance:nav_garage,"Garage & Gate","Garaje y puerta","Garage &amp; Poort","Garage et portail"
maintenance:nav_home,"Home","Inicio","Home","Accueil"
maintenance:nav_insurance,"Insurance","Seguros","Verzekering","Assurance"
maintenance:nav_internet,"Internet","Internet","Internet","Internet"
maintenance:nav_keys,"Technical Room Keys","Claves técnicas de la sala","Sleutels voor technische ruimtes","Clés techniques des salles"
maintenance:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
maintenance:nav_water,"Water","Agua","Water","Eau"
maintenance:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
water:nav_about,"About","Acerca de","Over","À propos"
water:nav_contacts,"Contacts","Contactos","Contactpersonen","Contacts"
water:nav_documents,"Documents","Documentos","Documenten","Documents"
water:nav_electricity,"Electricity","Electricidad","Elektriciteit","Électricité"
water:nav_elevator,"Elevator","Ascensor","Lift","Ascenseur"
water:nav_emergency,"Emergency","Emergencia","Noodsituatie","Urgence"
water:nav_garage,"Garage & Gate","Garaje y puerta","Garage &amp; Poort","Garage et portail"
water:nav_home,"Home","Inicio","Home","Accueil"
water:nav_insurance,"Insurance","Seguros","Verzekering","Assurance"
water:nav_internet,"Internet","Internet","Internet","Internet"
water:nav_keys,"Technical Room Keys","Claves técnicas de la sala","Sleutels voor de technische ruimte","Clés techniques des salles"
water:nav_maintenance,"Maintenance","Mantenimiento","Onderhoud","Maintenance"
water:nav_water,"Water","Agua","Water","Eau"
water:title,"Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares","Mirador del Mar – Palomares"
water:water_announcements,"Official Disruptions & Emergency Repairs: Planned service outages and emergency repair notices are published directly on Galasa's dedicated supply updates page: www.galasa.es/interrupciones-suministro.","Interrupciones oficiales y reparaciones de emergencia: Las interrupciones programadas del servicio y los avisos de reparaciones de emergencia se publican directamente en la página específica de Galasa dedicada a las actualizaciones del suministro: www.galasa.es/interrupciones-suministro.","Officiële storingen en noodreparaties: Aankondigingen van geplande dienstonderbrekingen en noodreparaties worden rechtstreeks gepubliceerd op de speciale pagina van Galasa met updates over de levering: www.galasa.es/interrupciones-suministro.","Interruptions officielles et réparations d&#x27;urgence : les coupures de service programmées et les avis de réparations d&#x27;urgence sont publiés directement sur la page dédiée aux mises à jour du service de Galasa : www.galasa.es/interrupciones-suministro."
water:water_boiler_danger,"DANGER - 230V Electrical Hazard: The reset button is located next to live electrical terminals. Never attempt to open this cover yourself. Ensure a qualified person or certified electrician handles this. In case of issues, contact our local plumber via WhatsApp (Spanish/English) at +34 666 70 19 80 (closed on weekends).","PELIGRO - Riesgo eléctrico de 230 V: El botón de reinicio se encuentra junto a terminales eléctricos bajo tensión. No intentes nunca abrir esta tapa por tu cuenta. Asegúrate de que lo haga una persona cualificada o un electricista certificado. En caso de problemas, ponte en contacto con nuestro fontanero local a través de WhatsApp (español/inglés) en el +34 666 70 19 80 (cerrado los fines de semana).","GEVAAR - Elektrisch gevaar bij 230 V: De resetknop bevindt zich naast stroomvoerende aansluitingen. Probeer dit deksel nooit zelf te openen. Zorg ervoor dat een gekwalificeerde persoon of een gecertificeerde elektricien dit uitvoert. Neem bij problemen contact op met onze lokale loodgieter via WhatsApp (Spaans/Engels) op +34 666 70 19 80 (in het weekend gesloten).","DANGER - Risque électrique 230 V : le bouton de réinitialisation se trouve à proximité de bornes sous tension. N&#x27;essayez jamais d&#x27;ouvrir ce couvercle vous-même. Veillez à ce que cette intervention soit effectuée par une personne qualifiée ou un électricien agréé. En cas de problème, contactez notre plombier local via WhatsApp (espagnol/anglais) au +34 666 70 19 80 (fermé le week-end)."
water:water_boiler_preventive,"Preemptive Action: To eliminate all risks, it is highly recommended to completely unplug or isolate the boiler from the power grid as soon as you notice a water cut.","Medida preventiva: Para eliminar cualquier riesgo, se recomienda encarecidamente desconectar por completo o aislar la caldera de la red eléctrica en cuanto se detecte un corte de agua.","Preventieve maatregel: Om alle risico’s uit te sluiten, wordt ten zeerste aangeraden om de ketel volledig van het elektriciteitsnet los te koppelen of te isoleren zodra u merkt dat de watertoevoer is onderbroken.","Mesure préventive : afin d&#x27;éliminer tout risque, il est vivement recommandé de débrancher complètement la chaudière ou de l&#x27;isoler du réseau électrique dès que vous constatez une coupure d&#x27;eau."
water:water_boiler_reset,"Boiler stopped working? Do not replace it yet: If the boiler fails to heat up after water is restored but shows no physical leaks, never agree to have the entire unit replaced straight away. In most cases, the thermal safety switch has tripped. There is a red safety reset button located behind the bottom cover plate.","¿Se ha averiado la caldera? No la cambies todavía: si la caldera no se calienta tras restablecerse el suministro de agua, pero no presenta fugas visibles, nunca aceptes que te cambien toda la unidad de inmediato. En la mayoría de los casos, se ha activado el interruptor de seguridad térmica. Hay un botón rojo de reinicio de seguridad situado detrás de la placa de cubierta inferior.","Werkt de boiler niet meer? Vervang hem nog niet: als de boiler niet meer opwarmt nadat de watertoevoer is hersteld, maar er geen zichtbare lekken zijn, ga dan nooit meteen akkoord met vervanging van het hele apparaat. In de meeste gevallen is de thermische veiligheidsschakelaar geactiveerd. Achter de onderste afdekplaat bevindt zich een rode resetknop voor de veiligheidsschakelaar.","Votre chaudière ne fonctionne plus ? Ne la remplacez pas tout de suite : si la chaudière ne chauffe pas après le rétablissement de l&#x27;alimentation en eau mais ne présente aucune fuite visible, n&#x27;acceptez jamais de faire remplacer l&#x27;appareil dans son intégralité immédiatement. Dans la plupart des cas, c&#x27;est le disjoncteur thermique de sécurité qui s&#x27;est déclenché. Un bouton rouge de réinitialisation de sécurité se trouve derrière le couvercle inférieur."
water:water_boiler_risk,"Never draw hot water during a shutdown: Using hot water while the main supply is cut off can drain your electric boiler. This can lead to dry-firing and critical overheating of the internal elements.","Nunca utilices agua caliente durante un corte de suministro: el uso de agua caliente mientras el suministro principal está cortado puede vaciar la caldera eléctrica. Esto puede provocar un funcionamiento en seco y un sobrecalentamiento grave de los elementos internos.","Trek nooit warm water af tijdens een stroomonderbreking: als u warm water gebruikt terwijl de hoofdtoevoer is afgesloten, kan uw elektrische boiler leeglopen. Dit kan leiden tot drooglopen en ernstige oververhitting van de interne verwarmingselementen.","Ne faites jamais couler d&#x27;eau chaude pendant une coupure d&#x27;alimentation : l&#x27;utilisation d&#x27;eau chaude alors que l&#x27;alimentation principale est coupée peut vider votre chauffe-eau électrique. Cela peut entraîner un fonctionnement à sec et une surchauffe critique des éléments internes."
water:water_critical_warning,"CRITICAL WARNING FOR ELECTRIC BOILERS (WATER HEATERS):","ADVERTENCIA IMPORTANTE SOBRE LAS CALDERAS ELÉCTRICAS (CALENTADORES DE AGUA):","BELANGRIJKE WAARSCHUWING VOOR ELEKTRISCHE BOILERS (WATERVERWARMERS):","AVERTISSEMENT IMPORTANT CONCERNANT LES CHAUDIÈRES ÉLECTRIQUES (CHAUFFE-EAU) :"
water:water_emergency_intro,"If you detect or suspect a water leak, immediately follow these instructions based on the location:","Si detectas o sospechas que hay una fuga de agua, sigue inmediatamente estas instrucciones según la ubicación:","Als u een waterlek ontdekt of vermoedt, volg dan onmiddellijk deze instructies, afhankelijk van de locatie:","Si vous constatez ou soupçonnez une fuite d&#x27;eau, suivez immédiatement ces instructions en fonction de l&#x27;endroit où elle se produit :"
water:water_emergency_title,"Emergency Procedure: In Case of a Water Leak","Procedimiento de emergencia: en caso de fuga de agua","Noodprocedure: bij een waterlek","Procédure d&#x27;urgence : en cas de fuite d&#x27;eau"
water:water_gallery_title,"Incident & Equipment Reference Photos","Fotos de referencia del incidente y del equipo","Referentiefoto’s van incidenten en apparatuur","Photos de référence relatives à l&#x27;incident et au matériel"
water:water_leak_apartment_text,"In the event of a leak inside an apartment, immediately isolate the water supply directly inside the property using the main internal stopcock (typically located inside the boiler cupboard; see Photo 6). If that valve is inaccessible, jammed, or does not resolve the leak, go to the main water cabinet at the entrance (see Photo 1), unlock the door using the key safe, and close your apartment's individual stopcock labelled 1A to 4D (see Photo 4).","En caso de fuga dentro de un piso, corte inmediatamente el suministro de agua directamente dentro de la vivienda utilizando la llave de paso principal interna (que suele encontrarse dentro del armario de la caldera; véase la foto 6). Si no se puede acceder a esa llave de paso, está atascada o no soluciona la fuga, diríjase a la caja de agua principal situada en la entrada (véase la foto 1), abra la puerta con la llave que se encuentra en la caja de seguridad y cierre la llave de paso individual de su piso, etiquetada del 1A al 4D (véase la foto 4).","In geval van een lek in een appartement moet u de watertoevoer direct in de woning afsluiten met behulp van de interne hoofdkraan (die zich doorgaans in de ketelkast bevindt; zie foto 6). Als die afsluitkraan niet bereikbaar is, vastzit of het lek niet verhelpt, ga dan naar de hoofdwaterkast bij de ingang (zie foto 1), ontgrendel de deur met behulp van het sleutelkastje en sluit de individuele afsluitkraan van uw appartement met het label 1A tot en met 4D (zie foto 4).","En cas de fuite à l&#x27;intérieur d&#x27;un appartement, coupez immédiatement l&#x27;alimentation en eau directement à l&#x27;intérieur du logement à l&#x27;aide du robinet d&#x27;arrêt principal (généralement situé dans le placard de la chaudière ; voir photo 6). Si ce robinet est inaccessible, bloqué ou ne permet pas de colmater la fuite, rendez-vous au placard d&#x27;alimentation en eau situé à l&#x27;entrée (voir photo 1), ouvrez la porte à l&#x27;aide du coffret à clés, puis fermez le robinet d&#x27;arrêt individuel de votre appartement, numéroté de 1A à 4D (voir photo 4)."
water:water_leak_apartment_title,"A) Leak INSIDE an Apartment","A) Fuga DENTRO de un piso","A) Lekkage BINNEN een appartement","A) Fuite À L&#x27;INTÉRIEUR d&#x27;un appartement"
water:water_leak_general_text,"In the event of a major or general leak in the building requiring the primary supply to be isolated, go to the main water cabinet at the entrance (see Photo 2) and unlock the door using the key safe. Completely close the main blue shut-off valve located at the bottom left of the cabinet (marked with a red circle in Photo 2; see also Photo 3).","En caso de que se produzca una fuga grave o generalizada en el edificio que requiera aislar el suministro principal, diríjase al armario principal de agua situado en la entrada (véase la foto 2) y abra la puerta utilizando la caja de seguridad para llaves. Cierre completamente la válvula de corte principal azul situada en la parte inferior izquierda de la armaria (marcada con un círculo rojo en la foto 2; véase también la foto 3).","In het geval van een ernstig of grootschalig lek in het gebouw waardoor de hoofdtoevoer moet worden afgesloten, gaat u naar de hoofdwaterkast bij de ingang (zie foto 2) en ontgrendelt u de deur met behulp van het sleutelkastje. Sluit de blauwe hoofdafsluitklep linksonder in de kast volledig af (aangegeven met een rode cirkel op foto 2; zie ook foto 3).","En cas de fuite importante ou généralisée dans le bâtiment nécessitant la coupure de l&#x27;alimentation principale, rendez-vous à l&#x27;armoire d&#x27;alimentation en eau située à l&#x27;entrée (voir photo 2) et déverrouillez la porte à l&#x27;aide du coffret à clés. Fermez complètement la vanne d&#x27;arrêt principale bleue située en bas à gauche de l&#x27;armoire (marquée d&#x27;un cercle rouge sur la photo 2 ; voir également la photo 3)."
water:water_leak_general_title,"C) General Leak in the Building","C) Fuga general en el edificio","C) Algemene lekkage in het gebouw","C) Fuite générale dans le bâtiment"
water:water_leak_inside_text,"In the event of a leak in the internal common areas of the building, go to the main water cabinet at the entrance and unlock the door using the key safe. Locate and close the stopcock labelled '14 LOCAL' to shut off the common area supply (see Photo 5).Note: If the leak involves the swimming pool, close the unlabelled pool supply valve located at the bottom right of the cabinet (see Photo 7).","En caso de que se produzca una fuga en las zonas comunes interiores del edificio, dirígete al armario principal de agua situado en la entrada y abre la puerta con la llave que se encuentra en la caja de seguridad. Localice y cierre la llave de paso etiquetada como «14 LOCAL» para cortar el suministro a las zonas comunes (véase la foto 5). Nota: Si la fuga afecta a la piscina, cierre la válvula de suministro de la piscina, que no lleva etiqueta, situada en la parte inferior derecha de la caja (véase la foto 7).","Mocht er een lek ontstaan in de gemeenschappelijke ruimtes binnen het gebouw, ga dan naar de hoofdwaterkast bij de ingang en ontgrendel de deur met behulp van het sleutelkastje. Zoek de afsluitkraan met het opschrift ‘14 LOCAL’ en sluit deze af om de watertoevoer naar de gemeenschappelijke ruimtes af te sluiten (zie foto 5). Opmerking: Als het lek in het zwembad zit, sluit dan de ongemerkte toevoerkraan voor het zwembad rechtsonder in de kast (zie foto 7).","En cas de fuite dans les parties communes intérieures de l&#x27;immeuble, rendez-vous à l&#x27;armoire d&#x27;alimentation en eau principale située à l&#x27;entrée et déverrouillez la porte à l&#x27;aide du coffret à clés. Repérez et fermez le robinet d&#x27;arrêt portant la mention « 14 LOCAL » pour couper l&#x27;alimentation des parties communes (voir photo 5). Remarque : si la fuite concerne la piscine, fermez la vanne d&#x27;alimentation de la piscine, qui ne porte pas d&#x27;étiquette, située en bas à droite de l&#x27;armoire (voir photo 7)."
water:water_leak_inside_title,"B) Leak INSIDE the Building Common Area","B) Fuga DENTRO de la zona común del edificio","B) Lekkage BINNEN de gemeenschappelijke ruimtes van het gebouw","B) Fuite À L&#x27;INTÉRIEUR des parties communes de l&#x27;immeuble"
water:water_leak_outside_text,"If a water leak is observed on the street, pavement, or main supply line outside the building perimeter:","Si se detecta una fuga de agua en la calle, en la acera o en la tubería principal de suministro fuera del perímetro del edificio:","Als er een waterlek wordt geconstateerd op straat, op de bestrating of in de hoofdtoevoerleiding buiten de omtrek van het gebouw:","Si une fuite d&#x27;eau est constatée dans la rue, sur la chaussée ou sur la conduite d&#x27;alimentation principale à l&#x27;extérieur du périmètre du bâtiment :"
water:water_leak_outside_title,"D) Leak OUTSIDE the Building","D) Fuga FUERA del edificio","D) Lekkage BUITEN het gebouw","D) Fuite à l&#x27;EXTÉRIEUR du bâtiment"
water:water_loc,"Main water cabinet: Outdoors, underground entrance, left cabinet","Armario principal del agua: en el exterior, entrada subterránea, armario de la izquierda","Hoofdwaterkast: Buiten, ondergrondse ingang, linkerkast","Armoire principale d&#x27;alimentation en eau : à l&#x27;extérieur, entrée souterraine, armoire de gauche"
water:water_meter_type,"Meter Type & Manual Readings: All installed water meters are analogue mechanical units with no remote or smart readout capability. Prior to issuing each invoice, a Galasa technician physically visits the main water cabinet to read every meter on-site.","Tipo de contador y lecturas manuales: Todos los contadores de agua instalados son unidades mecánicas analógicas sin capacidad de lectura remota ni inteligente. Antes de emitir cada factura, un técnico de Galasa se desplaza físicamente hasta la caja principal de agua para leer todos los contadores in situ.","Type watermeter en handmatige meterstanden: Alle geïnstalleerde watermeters zijn analoge, mechanische meters zonder mogelijkheid tot uitlezing op afstand of via een slimme meter. Voorafgaand aan het opstellen van elke factuur gaat een technicus van Galasa ter plaatse naar de hoofdwaterkast om elke meter ter plekke af te lezen.","Type de compteur et relevés manuels : Tous les compteurs d’eau installés sont des appareils mécaniques analogiques ne disposant d’aucune fonctionnalité de relevé à distance ou « intelligent ». Avant l’émission de chaque facture, un technicien de Galasa se rend physiquement à l’armoire principale d’alimentation en eau pour relever chaque compteur sur place."
water:water_meters_count,"Water Meters: 15 meters in total (13 for individual apartments labelled within 1A to 4D, 1 for the common area labelled '14 LOCAL', and 1 for the swimming pool)","Contadores de agua: 15 contadores en total (13 para los apartamentos individuales, identificados del 1A al 4D; 1 para la zona común, identificado como «14 LOCAL»; y 1 para la piscina)","Watermeters: in totaal 15 meters (13 voor de afzonderlijke appartementen, genummerd van 1A tot en met 4D, 1 voor de gemeenschappelijke ruimte, genummerd ‘14 LOCAL’, en 1 voor het zwembad)","Compteurs d&#x27;eau : 15 compteurs au total (13 pour les appartements individuels numérotés de 1A à 4D, 1 pour les parties communes portant la mention « 14 LOCAL » et 1 pour la piscine)"
water:water_outdoor_taps,"Outdoor Taps: The 7 outdoor taps across the complex are strictly reserved for cleaning common areas and maintaining the garden. Private use is not permitted.","Grifos exteriores: Los 7 grifos exteriores repartidos por todo el complejo están reservados exclusivamente para la limpieza de las zonas comunes y el mantenimiento del jardín. No se permite su uso privado.","Buitenkranen: De 7 buitenkranen verspreid over het complex zijn uitsluitend bestemd voor het schoonmaken van de gemeenschappelijke ruimtes en het onderhoud van de tuin. Privégebruik is niet toegestaan.","Robinets extérieurs : Les 7 robinets extérieurs répartis dans le complexe sont strictement réservés au nettoyage des parties communes et à l&#x27;entretien du jardin. Leur utilisation à des fins privées n&#x27;est pas autorisée."
water:water_photo_1,"Main Water Cabinet Location (Entrance of Underground Garage, Left Side)","Ubicación del armario principal de agua (entrada del garaje subterráneo, lado izquierdo)","Locatie van de hoofdwaterkast (ingang van de ondergrondse parkeergarage, linkerkant)","Emplacement du compteur d&#x27;eau principal (à l&#x27;entrée du parking souterrain, côté gauche)"
water:water_photo_2,"Inside the Cabinet at the Entrance – Primary Valve System","Dentro del armario de la entrada: sistema de válvulas principal","In de kast bij de ingang – Hoofdkleppensysteem","À l&#x27;intérieur de l&#x27;armoire située à l&#x27;entrée – Système de vannes principales"
water:water_photo_3,"Main Blue Valve – Shut-off for General Building Leaks","Válvula azul principal: cierre de emergencia para fugas generales en el edificio","Hoofdklep (blauw) – Afsluiting bij algemene lekkages in het gebouw","Vanne principale bleue – Vanne d&#x27;arrêt en cas de fuites générales dans le bâtiment"
water:water_photo_4,"Individual Apartment Water Meters & Stopcocks (Labelled 1A to 4D)","Contadores de agua y llaves de paso de cada piso (etiquetados del 1A al 4D)","Watermeters en afsluitkranen per appartement (genummerd 1A tot en met 4D)","Compteurs d&#x27;eau et robinets d&#x27;arrêt individuels des appartements (numérotés de 1A à 4D)"
water:water_photo_5,"Common Area Water Meter & Stopcock (Labelled '14 LOCAL')","Contador de agua y llave de paso de la zona común (con la etiqueta «14 LOCAL»)","Watermeter en afsluitkraan in de gemeenschappelijke ruimte (met het opschrift ‘14 LOCAL’)","Compteur d&#x27;eau et robinet d&#x27;arrêt des parties communes (portant la mention « 14 LOCAL »)"
water:water_photo_6,"Internal Apartment Main Water Shut-off Valve (Inside Boiler Cupboard)","Válvula de corte principal de agua del piso (dentro del armario de la caldera)","Interne hoofdwaterafsluitkraan van het appartement (in de ketelkast)","Robinet d&#x27;arrêt principal d&#x27;eau de l&#x27;appartement (à l&#x27;intérieur du placard de la chaudière)"
water:water_photo_7,"Swimming Pool Supply Valve & Tap (Unlabelled Valve at Bottom Right)","Válvula y grifo de suministro de la piscina (válvula sin etiquetar en la parte inferior derecha)","Toevoerkraan en afsluitkraan voor het zwembad (onbelabelde kraan rechtsonder)","Vanne et robinet d&#x27;alimentation de la piscine (vanne sans étiquette en bas à droite)"
water:water_photo_lbl_1,"Photo 1:","Foto 1:","Foto 1:","Photo 1 :"
water:water_photo_lbl_2,"Photo 2:","Foto 2:","Foto 2:","Photo 2 :"
water:water_photo_lbl_3,"Photo 3:","Foto 3:","Foto 3:","Photo 3 :"
water:water_photo_lbl_4,"Photo 4:","Foto 4:","Foto 4:","Photo 4 :"
water:water_photo_lbl_5,"Photo 5:","Foto 5:","Foto 5:","Photo 5 :"
water:water_photo_lbl_6,"Photo 6:","Foto 6:","Foto 6:","Photo n° 6 :"
water:water_photo_lbl_7,"Photo 7:","Foto 7:","Foto 7:","Photo 7 :"
water:water_plumber_hours,"Closed on weekends","Cerrado los fines de semana","In het weekend gesloten","Fermé le week-end"
water:water_plumber_section_title,"Local Plumber","Fontanero local","Lokale loodgieter","Plombier local"
water:water_pressure,"Pressure system: Located next to the meter cluster","Sistema de presión: situado junto al cuadro de instrumentos","Druksysteem: bevindt zich naast het instrumentenpaneel","Système de pression : situé à côté du tableau de bord"
water:water_provider_title,"Provider Details","Datos del proveedor","Gegevens van de aanbieder","Coordonnées du prestataire"
water:water_shutdown_intro,"Due to the ageing main water supply infrastructure in Palomares, temporary water shutdowns occur frequently. Outages can last anywhere from 1 to 12 hours. In most cases, you simply have to wait for the supply to be restored.","Debido al deterioro de la infraestructura principal de suministro de agua en Palomares, se producen con frecuencia cortes temporales de agua. Estos cortes pueden durar entre 1 y 12 horas. En la mayoría de los casos, solo hay que esperar a que se restablezca el suministro.","Vanwege de verouderde watervoorzieningsinfrastructuur in Palomares komen tijdelijke wateronderbrekingen regelmatig voor. Deze onderbrekingen kunnen 1 tot 12 uur duren. In de meeste gevallen kunt u alleen maar wachten tot de watertoevoer weer is hersteld.","En raison du vieillissement des infrastructures d&#x27;approvisionnement en eau à Palomares, des coupures d&#x27;eau temporaires surviennent fréquemment. Ces coupures peuvent durer entre 1 et 12 heures. Dans la plupart des cas, il suffit d&#x27;attendre que l&#x27;approvisionnement soit rétabli."
water:water_shutdown_title,"Procedure in Case of a Main Water Shutdown (Water Cuts)","Procedimiento en caso de corte general del suministro de agua (cortes de agua)","Procedure bij een algemene waterafsluiting (wateronderbrekingen)","Procédure à suivre en cas de coupure d&#x27;eau générale (coupures d&#x27;eau)"
water:water_specs_title,"General Information","Información general","Algemene informatie","Informations générales"
water:water_step_outside,"Do not attempt to operate internal valves. Immediately report the incident to the Galasa emergency line on +34 950 39 12 00 and notify building management.","No intente accionar las válvulas internas. Comunique inmediatamente el incidente a la línea de emergencias de Galasa, llamando al +34 950 39 12 00, y avise a la administración del edificio.","Probeer de interne kleppen niet te bedienen. Meld het incident onmiddellijk aan de Galasa-noodlijn op +34 950 39 12 00 en breng het gebouwbeheer op de hoogte.","N&#x27;essayez pas d&#x27;actionner les vannes internes. Signalez immédiatement l&#x27;incident à la ligne d&#x27;urgence de Galasa au +34 950 39 12 00 et prévenez la direction de l&#x27;immeuble."
water:water_text,"Details regarding water supply, main valves, meters, and emergency procedures.","Información sobre el suministro de agua, las válvulas principales, los contadores y los procedimientos de emergencia.","Informatie over de watervoorziening, hoofdafsluiters, meters en noodprocedures.","Informations concernant l&#x27;alimentation en eau, les vannes principales, les compteurs et les procédures d&#x27;urgence."
water:water_title,"Water","Agua","Water","Eau"
water:water_valve,"Main (blue) shut-off valve: Bottom left inside the water cabinet","Válvula de cierre principal (azul): en la parte inferior izquierda, dentro del armario de agua","Hoofdafsluitklep (blauw): linksonder in de waterkast","Robinet d&#x27;arrêt principal (bleu) : en bas à gauche, à l&#x27;intérieur du placard à eau"
